,CERT,CHCLASS1,COST,NAME,QBFASSET,QBFDEP,RESTYPE,CITY,STATE,YEAR_FAILED,MONTH_FAILED,QUARTER_FAILED
0,21111,N,2491.0,CITY NATIONAL BANK OF NEW JERSEY,120574,111234,FAILURE,NEWARK, NJ,2019,11,2019Q4
1,58112,NM,4547.0,LOUISA COMMUNITY BANK,28163,25174,FAILURE,LOUISA, KY,2019,10,2019Q4
2,58317,SB,2188.0,RESOLUTE BANK,23292,22885,FAILURE,MAUMEE, OH,2019,10,2019Q4
3,10716,NM,21577.0,ENLOE STATE BANK,36738,31254,FAILURE,COOPER, TX,2019,5,2019Q2
4,30570,SB,86826.0,WASHINGTON FEDERAL BANK FOR SAVINGS,166345,143964,FAILURE,CHICAGO, IL,2017,12,2017Q4
5,17719,NM,280.0,THE FARMERS AND MERCHANTS STATE BANK OF ARGONIA,33012,27466,FAILURE,ARGONIA, KS,2017,10,2017Q4
6,1802,SM,8544.0,FAYETTE COUNTY BANK,34370,33972,FAILURE,SAINT ELMO, IL,2017,5,2017Q2
7,30003,SB,133914.0,GUARANTY BANK,1031900,1002026,FAILURE,MILWAUKEE, WI,2017,5,2017Q2
8,58302,NM,858100.0,FIRST NBC BANK,3325870,3032208,FAILURE,NEW ORLEANS, LA,2017,4,2017Q2
9,35495,NM,9302.0,PROFICIO BANK,68208,65042,FAILURE,COTTONWOOD HEIGHTS, UT,2017,3,2017Q1
10,19328,NM,44526.0,SEAWAY BANK AND TRUST COMPANY,297809,256505,FAILURE,CHICAGO, IL,2017,1,2017Q1
11,34951,NM,22158.0,HARVEST COMMUNITY BANK,124223,122177,FAILURE,PENNSVILLE, NJ,2017,1,2017Q1
12,91,SM,6213.0,ALLIED BANK,66336,64713,FAILURE,MULBERRY, AR,2016,9,2016Q3
13,11297,NM,3290.0,THE WOODBURY BANKING COMPANY,21426,21122,FAILURE,WOODBURY, GA,2016,8,2016Q3
14,35312,NM,10825.0,FIRST CORNERSTONE BANK,103307,101040,FAILURE,KING OF PRUSSIA, PA,2016,5,2016Q2
15,9956,NM,10372.0,TRUST COMPANY BANK,18998,20148,FAILURE,MEMPHIS, TN,2016,4,2016Q2
16,20364,NM,11763.0,NORTH MILWAUKEE STATE BANK,67115,61493,FAILURE,MILWAUKEE, WI,2016,3,2016Q1
17,35156,N,995.0,HOMETOWN NATIONAL BANK,3785,3705,FAILURE,LONGVIEW, WA,2015,10,2015Q4
18,35259,NM,27760.0,THE BANK OF GEORGIA,286102,264234,FAILURE,PEACHTREE CITY, GA,2015,10,2015Q4
19,34112,SM,1210.0,PREMIER BANK,26760,25480,FAILURE,DENVER, CO,2015,7,2015Q3
20,57772,NM,20651.0,EDGEBROOK BANK,90034,90007,FAILURE,CHICAGO, IL,2015,5,2015Q2
21,32102,NM,693979.0,DORAL BANK,5898515,4097734,FAILURE,SAN JUAN, PR,2015,2,2015Q1
22,33938,NM,96014.0,CAPITOL CITY BANK & TRUST COMPANY,272311,262652,FAILURE,ATLANTA, GA,2015,2,2015Q1
23,20290,NM,4743.0,HIGHLAND COMMUNITY BANK,54727,53453,FAILURE,CHICAGO, IL,2015,1,2015Q1
24,17557,N,6329.0,FIRST NATIONAL BANK OF CRESTVIEW,73804,73199,FAILURE,CRESTVIEW, FL,2015,1,2015Q1
25,34983,NM,3946.0,NORTHERN STAR BANK,18794,18221,FAILURE,MANKATO, MN,2014,12,2014Q4
26,34738,SB,2905.0,"FRONTIER BANK, FSB",80736,76344,FAILURE,PALM DESERT, CA,2014,11,2014Q4
27,916,N,57273.0,THE NATIONAL REPUBLIC BANK OF CHICAGO,843118,809638,FAILURE,CHICAGO, IL,2014,10,2014Q4
28,4862,SM,19837.0,NBRS FINANCIAL BANK,155353,151559,FAILURE,RISING SUN, MD,2014,10,2014Q4
29,28462,SB,18412.0,"GREENCHOICE BANK, FSB",70286,68722,FAILURE,CHICAGO, IL,2014,7,2014Q3
30,58125,NM,38334.0,EASTSIDE COMMERCIAL BANK,173946,166875,FAILURE,CONYERS, GA,2014,7,2014Q3
31,12483,NM,3734.0,THE FREEDOM STATE BANK,22816,20855,FAILURE,FREEDOM, OK,2014,6,2014Q2
32,10450,NM,61339.0,VALLEY BANK,456442,359953,FAILURE,MOLINE, IL,2014,6,2014Q2
33,21793,NM,5439.0,VALLEY BANK,81843,66541,FAILURE,FORT LAUDERDALE, FL,2014,6,2014Q2
34,32368,SB,10954.0,SLAVIE FEDERAL SAVINGS BANK,140063,111142,FAILURE,BEL AIR, MD,2014,5,2014Q2
35,32284,SI,7224.0,COLUMBIA SAVINGS BANK,36484,29538,FAILURE,CINCINNATI, OH,2014,5,2014Q2
36,57866,NM,21715.0,AZTECAMERICA BANK,66309,65031,FAILURE,BERWYN, IL,2014,5,2014Q2
37,15062,NM,22149.0,ALLENDALE COUNTY BANK,49498,49356,FAILURE,FAIRFAX, SC,2014,4,2014Q2
38,35096,N,10940.0,"MILLENNIUM BANK, NATIONAL ASSOCIATION",130305,121704,FAILURE,STERLING, VA,2014,2,2014Q1
39,58531,NM,8956.0,VANTAGE POINT BANK,63453,62472,FAILURE,HORSHAM, PA,2014,2,2014Q1
40,34296,NM,3487.0,SYRINGA BANK,153361,145813,FAILURE,BOISE, ID,2014,1,2014Q1
41,17967,NM,96352.0,THE  BANK OF UNION,317172,315843,FAILURE,EL RENO, OK,2014,1,2014Q1
42,5732,N,1530.0,DUPAGE NATIONAL BANK,53524,51878,FAILURE,WEST CHICAGO, IL,2014,1,2014Q1
43,57431,N,14203.0,"TEXAS COMMUNITY BANK, NATIONAL ASSOCIATION",159257,142640,FAILURE,THE WOODLANDS, TX,2013,12,2013Q4
44,14794,NM,5849.0,BANK OF JACKSON COUNTY,24724,24591,FAILURE,GRACEVILLE, FL,2013,10,2013Q4
45,14318,N,627701.0,FIRST NATIONAL BANK,3085764,2338335,FAILURE,EDINBURG, TX,2013,9,2013Q3
46,57041,NM,9211.0,THE COMMUNITY'S BANK,26368,25715,FAILURE,BRIDGEPORT, CT,2013,9,2013Q3
47,19849,NM,130437.0,COMMUNITY SOUTH BANK,386908,377672,FAILURE,PARSONS, TN,2013,8,2013Q3
48,34707,NM,15391.0,SUNRISE BANK OF ARIZONA,202179,196924,FAILURE,PHOENIX, AZ,2013,8,2013Q3
49,35016,NM,13428.0,BANK OF WAUSAU,43564,40663,FAILURE,WAUSAU, WI,2013,8,2013Q3
50,34943,NM,24921.0,FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA,247315,243618,FAILURE,FORT MYERS, FL,2013,8,2013Q3
51,34789,N,33292.0,MOUNTAIN NATIONAL BANK,437282,373366,FAILURE,SEVIERVILLE, TN,2013,6,2013Q2
52,58358,NM,5208.0,1ST COMMERCE BANK,20152,19579,FAILURE,NORTH LAS VEGAS, NV,2013,6,2013Q2
53,35386,NM,23373.0,BANKS OF WISCONSIN,134024,127590,FAILURE,KENOSHA, WI,2013,5,2013Q2
54,34527,NM,5425.0,CENTRAL ARIZONA BANK,31550,30822,FAILURE,SCOTTSDALE, AZ,2013,5,2013Q2
55,58185,NM,16792.0,SUNRISE BANK,60793,57775,FAILURE,VALDOSTA, GA,2013,5,2013Q2
56,58701,NM,7943.0,PISGAH COMMUNITY BANK,21880,21246,FAILURE,ASHEVILLE, NC,2013,5,2013Q2
57,21649,NM,90766.0,DOUGLAS COUNTY BANK,317288,315326,FAILURE,DOUGLASVILLE, GA,2013,4,2013Q2
58,57158,NM,16490.0,PARKWAY BANK,109642,104709,FAILURE,LENOIR, NC,2013,4,2013Q2
59,26680,NM,25231.0,HERITAGE BANK OF NORTH FLORIDA,103960,106348,FAILURE,ORANGE PARK, FL,2013,4,2013Q2
60,29594,SB,7767.0,FIRST FEDERAL BANK,92982,87196,FAILURE,LEXINGTON, KY,2013,4,2013Q2
61,58034,NM,7920.0,CHIPOLA COMMUNITY BANK,37471,37067,FAILURE,MARIANNA, FL,2013,4,2013Q2
62,58066,SM,8263.0,GOLD CANYON BANK,42125,41728,FAILURE,GOLD CANYON, AZ,2013,4,2013Q2
63,16431,NM,73446.0,FRONTIER BANK,258840,224108,FAILURE,LAGRANGE, GA,2013,3,2013Q1
64,22476,NM,19576.0,COVENANT BANK,58422,54202,FAILURE,CHICAGO, IL,2013,2,2013Q1
65,57157,NM,12229.0,1ST REGENTS BANK,49626,49147,FAILURE,ANDOVER, MN,2013,1,2013Q1
66,33997,NM,22860.0,WESTSIDE COMMUNITY BANK,91935,91879,FAILURE,UNIVERSITY PLACE, WA,2013,1,2013Q1
67,27331,NM,13712.0,COMMUNITY BANK OF THE OZARKS,42816,41881,FAILURE,SUNRISE, MO,2012,12,2012Q4
68,57928,NM,39665.0,HOMETOWN COMMUNITYBANK,124561,108931,FAILURE,BRASELTON, GA,2012,11,2012Q4
69,3731,N,32458.0,CITIZENS FIRST NATIONAL BANK,923959,869440,FAILURE,PRINCETON, IL,2012,11,2012Q4
70,35009,NM,74776.0,HERITAGE BANK OF FLORIDA,225477,223309,FAILURE,LUTZ, FL,2012,11,2012Q4
71,27148,SI,88783.0,NOVA BANK,444710,395248,FAILURE,BERWYN, PA,2012,10,2012Q4
72,19189,NM,29582.0,EXCEL BANK,186113,173670,FAILURE,SEDALIA, MO,2012,10,2012Q4
73,28144,SB,12370.0,FIRST EAST SIDE SAVINGS BANK,65686,64888,FAILURE,TAMARAC, FL,2012,10,2012Q4
74,58073,NM,41254.0,GULFSOUTH PRIVATE BANK,139391,131579,FAILURE,DESTIN, FL,2012,10,2012Q4
75,20685,NM,33841.0,FIRST UNITED BANK,328422,316877,FAILURE,CRETE, IL,2012,9,2012Q3
76,27316,SM,39469.0,TRUMAN BANK,282338,245716,FAILURE,ST. LOUIS, MO,2012,9,2012Q3
77,35246,NM,65213.0,FIRST COMMERCIAL BANK,215867,206809,FAILURE,BLOOMINGTON, MN,2012,9,2012Q3
78,28243,SI,23518.0,WAUKEGAN SAVINGS BANK,83679,73001,FAILURE,WAUKEGAN, IL,2012,8,2012Q3
79,16240,NM,49400.0,JASPER BANKING COMPANY,206672,204238,FAILURE,JASPER, GA,2012,7,2012Q3
80,1361,NM,425.0,HEARTLAND BANK,96002,89723,FAILURE,LEAWOOD, KS,2012,7,2012Q3
81,27986,SB,86252.0,SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,190891,171627,FAILURE,CHICAGO, IL,2012,7,2012Q3
82,32711,NM,36215.0,FIRST CHEROKEE STATE BANK,209021,182114,FAILURE,WOODSTOCK, GA,2012,7,2012Q3
83,57096,NM,16848.0,THE ROYAL PALM BANK OF FLORIDA,78771,78876,FAILURE,NAPLES, FL,2012,7,2012Q3
84,57847,NM,25335.0,GEORGIA TRUST BANK,116890,114748,FAILURE,BUFORD, GA,2012,7,2012Q3
85,1056,NM,1396.0,GLASGOW SAVINGS BANK,22341,21809,FAILURE,GLASGOW, MO,2012,7,2012Q3
86,19498,NM,67622.0,MONTGOMERY BANK & TRUST,153208,164181,FAILURE,AILEY, GA,2012,7,2012Q3
87,1690,NM,33106.0,THE FARMERS BANK OF LYNCHBURG,163859,156402,FAILURE,LYNCHBURG, TN,2012,6,2012Q2
88,27405,NM,28751.0,PUTNAM STATE BANK,169489,160024,FAILURE,PALATKA, FL,2012,6,2012Q2
89,35299,NM,44760.0,SECURITY EXCHANGE BANK,150962,147896,FAILURE,MARIETTA, GA,2012,6,2012Q2
90,416,NM,8725.0,FIRST CAPITAL BANK,44448,44828,FAILURE,KINGFISHER, OK,2012,6,2012Q2
91,9257,NM,10243.0,FARMERS' AND TRADERS' STATE BANK,43077,42302,FAILURE,SHABBONA, IL,2012,6,2012Q2
92,34515,SM,25064.0,WACCAMAW BANK,533114,472704,FAILURE,WHITEVILLE, NC,2012,6,2012Q2
93,35372,SB,18049.0,CAROLINA FEDERAL SAVINGS BANK,54373,53082,FAILURE,CHARLESTON, SC,2012,6,2012Q2
94,35224,N,10672.0,"ALABAMA TRUST BANK, NATIONAL ASSOCIATION",51553,45149,FAILURE,SYLACAUGA, AL,2012,5,2012Q2
95,23156,N,15098.0,"SECURITY BANK, NATIONAL ASSOCIATION",101026,99067,FAILURE,NORTH LAUDERDALE, FL,2012,5,2012Q2
96,23632,N,26331.0,PALM DESERT NATIONAL BANK,129253,129023,FAILURE,PALM DESERT, CA,2012,4,2012Q2
97,26759,SM,59434.0,BANK OF THE EASTERN SHORE,162460,150951,FAILURE,CAMBRIDGE, MD,2012,4,2012Q2
98,31495,SB,79681.0,"INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",463840,458053,FAILURE,MAPLE GROVE, MN,2012,4,2012Q2
99,32503,SB,83230.0,PLANTATION FEDERAL BANK,433512,415943,FAILURE,PAWLEYS ISLAND, SC,2012,4,2012Q2
100,57766,NM,26694.0,HARVEST BANK OF MARYLAND,163019,145534,FAILURE,GAITHERSBURG, MD,2012,4,2012Q2
101,35527,SB,12267.0,"FORT LEE FEDERAL SAVINGS BANK, FSB",48861,47786,FAILURE,FORT LEE, NJ,2012,4,2012Q2
102,33883,NM,97229.0,FIDELITY BANK,818237,747640,FAILURE,DEARBORN, MI,2012,3,2012Q1
103,35419,NM,70104.0,PREMIER BANK,268703,198953,FAILURE,WILMETTE, IL,2012,3,2012Q1
104,58068,NM,30638.0,CONVENANT BANK & TRUST,95725,90632,FAILURE,ROCK SPRING, GA,2012,3,2012Q1
105,57597,NM,17166.0,NEW CITY BANK,71202,72399,FAILURE,CHICAGO, IL,2012,3,2012Q1
106,34046,NM,40922.0,GLOBAL COMMERCE BANK,143678,116813,FAILURE,DORAVILLE, GA,2012,3,2012Q1
107,5687,NM,52612.0,CENTRAL BANK OF GEORGIA,278860,266589,FAILURE,ELLAVILLE, GA,2012,2,2012Q1
108,29178,SB,55691.0,HOME SAVINGS OF AMERICA,434111,432223,FAILURE,LITTLE FALLS, MN,2012,2,2012Q1
109,23187,N,18454.0,CHARTER NATIONAL BANK AND TRUST,93894,89485,FAILURE,HOFFMAN ESTATES, IL,2012,2,2012Q1
110,29761,SB,38826.0,SCB BANK,182561,171365,FAILURE,SHELBYVILLE, IN,2012,2,2012Q1
111,16579,NM,54383.0,FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,397082,378309,FAILURE,JACKSONVILLE, FL,2012,1,2012Q1
112,19869,SM,74064.0,BANKEAST,261947,259571,FAILURE,KNOXVILLE, TN,2012,1,2012Q1
113,34823,NM,35346.0,PATRIOT BANK MINNESOTA,105029,102833,FAILURE,FOREST LAKE, MN,2012,1,2012Q1
114,35296,NM,353825.0,TENNESSEE COMMERCE BANK,1009154,1037716,FAILURE,FRANKLIN, TN,2012,1,2012Q1
115,19252,NM,194067.0,THE FIRST STATE BANK,516760,509065,FAILURE,STOCKBRIDGE, GA,2012,1,2012Q1
116,31581,SB,4671.0,AMERICAN EAGLE SAVINGS BANK,19259,17548,FAILURE,BOOTHWYN, PA,2012,1,2012Q1
117,57186,NM,13697.0,CENTRAL FLORIDA STATE BANK,71485,71080,FAILURE,BELLEVIEW, FL,2012,1,2012Q1
118,57917,N,41735.0,WESTERN NATIONAL BANK,162872,144491,FAILURE,PHOENIX, AZ,2011,12,2011Q4
119,58343,NM,25065.0,PREMIER COMMUNITY BANK OF THE EMERALD COAST,125976,112050,FAILURE,CRESTVIEW, FL,2011,12,2011Q4
120,14194,NM,16053.0,POLK COUNTY BANK,91580,81967,FAILURE,JOHNSTON, IA,2011,11,2011Q4
121,19657,NM,48824.0,CENTRAL PROGRESSIVE BANK,383132,347720,FAILURE,LACOMBE, LA,2011,11,2011Q4
122,57860,NM,20773.0,COMMUNITY BANK OF ROCKMART,62383,55906,FAILURE,ROCKMART, GA,2011,11,2011Q4
123,19397,NM,10944.0,"MID CITY BANK, INC.",106075,105461,FAILURE,OMAHA, NE,2011,11,2011Q4
124,57087,NM,43575.0,SUNFIRST BANK,198081,169135,FAILURE,SAINT GEORGE, UT,2011,11,2011Q4
125,57759,NM,13753.0,ALL AMERICAN BANK,34800,30542,FAILURE,DES PLAINES, IL,2011,10,2011Q4
126,21132,SM,169715.0,COMMUNITY BANKS OF COLORADO,1280964,1239630,FAILURE,GREENWOOD VILLAGE, CO,2011,10,2011Q4
127,34392,NM,24568.0,DECATUR FIRST BANK,184750,172042,FAILURE,DECATUR, GA,2011,10,2011Q4
128,57036,NM,64965.0,COMMUNITY CAPITAL BANK,165291,157808,FAILURE,JONESBORO, GA,2011,10,2011Q4
129,57537,NM,26664.0,OLD HARBOR BANK,209048,212184,FAILURE,CLEARWATER, FL,2011,10,2011Q4
130,32347,SI,44112.0,"BLUE RIDGE SAVINGS BANK, INC.",161430,159628,FAILURE,ASHEVILLE, NC,2011,10,2011Q4
131,35395,NM,70391.0,COUNTRY BANK,195034,180835,FAILURE,ALEDO, IL,2011,10,2011Q4
132,57256,NM,88194.0,PIEDMONT COMMUNITY BANK,198993,178773,FAILURE,GRAY, GA,2011,10,2011Q4
133,58046,NM,45629.0,FIRST STATE BANK,191852,188099,FAILURE,CRANFORD, NJ,2011,10,2011Q4
134,10216,NM,71176.0,THE RIVERBANK,419723,384120,FAILURE,WYOMING, MN,2011,10,2011Q4
135,20115,NM,93109.0,SUN SECURITY BANK,351492,280649,FAILURE,ELLINGTON, MO,2011,10,2011Q4
136,33513,NM,58022.0,FIRST INTERNATIONAL BANK,239916,208775,FAILURE,PLANO, TX,2011,9,2011Q3
137,20408,SM,241002.0,BANK OF THE COMMONWEALTH,985096,901845,FAILURE,NORFOLK, VA,2011,9,2011Q3
138,33983,NM,40895.0,CITIZENS BANK OF NORTHERN CALIFORNIA,288765,253079,FAILURE,NEVADA CITY, CA,2011,9,2011Q3
139,25155,N,75749.0,THE FIRST NATIONAL BANK OF FLORIDA,296841,280095,FAILURE,MILTON, FL,2011,9,2011Q3
140,58226,NM,33845.0,CREEKSIDE BANK,102338,96583,FAILURE,WOODSTOCK, GA,2011,9,2011Q3
141,58273,NM,54248.0,PATRIOT BANK OF GEORGIA,150751,140612,FAILURE,CUMMING, GA,2011,9,2011Q3
142,35356,SB,185701.0,LYDIAN PRIVATE BANK,1700117,1253835,FAILURE,PALM BEACH, FL,2011,8,2011Q3
143,57212,NM,34064.0,FIRST CHOICE BANK,141016,137215,FAILURE,GENEVA, IL,2011,8,2011Q3
144,57239,N,22171.0,FIRST SOUTHERN NATIONAL BANK,164599,159673,FAILURE,STATESBORO, GA,2011,8,2011Q3
145,34130,SI,15828.0,PUBLIC SAVINGS BANK,46818,45770,FAILURE,HUNTINGDON VALLEY, PA,2011,8,2011Q3
146,4744,N,103328.0,THE FIRST NATIONAL BANK OF OLATHE,538091,524290,FAILURE,OLATHE, KS,2011,8,2011Q3
147,22528,SM,102319.0,BANK OF WHITMAN,548570,515732,FAILURE,COLFAX, WA,2011,8,2011Q3
148,22637,NM,29378.0,BANK OF SHOREWOOD,110723,104021,FAILURE,SHOREWOOD, IL,2011,8,2011Q3
149,4392,N,86201.0,INTEGRA BANK NATIONAL ASSOCIATION,1994430,1693592,FAILURE,EVANSVILLE, IN,2011,7,2011Q3
150,58222,N,49181.0,"BANKMERIDIAN, N.A.",232648,209737,FAILURE,COLUMBIA, SC,2011,7,2011Q3
151,58283,SM,19851.0,VIRGINIA BUSINESS BANK,83493,72955,FAILURE,RICHMOND, VA,2011,7,2011Q3
152,2994,NM,136515.0,BANK OF CHOICE,954106,818670,FAILURE,GREELEY, CO,2011,7,2011Q3
153,35244,SM,37389.0,LANDMARK BANK OF FLORIDA,266482,244362,FAILURE,SARASOTA, FL,2011,7,2011Q3
154,58056,NM,11403.0,SOUTHSHORE COMMUNITY BANK,41252,41434,FAILURE,APOLLO BEACH, FL,2011,7,2011Q3
155,19554,NM,71073.0,HIGH TRUST BANK,180340,177221,FAILURE,STOCKBRIDGE, GA,2011,7,2011Q3
156,34870,NM,13110.0,FIRST PEOPLES BANK,225035,207621,FAILURE,PORT SAINT LUCIE, FL,2011,7,2011Q3
157,57442,NM,14868.0,SUMMIT BANK,73066,67471,FAILURE,PRESCOTT, AZ,2011,7,2011Q3
158,58238,NM,41271.0,ONE GEORGIA BANK,177715,158123,FAILURE,ATLANTA, GA,2011,7,2011Q3
159,27935,SM,193838.0,FIRST CHICAGO BANK & TRUST,896864,830530,FAILURE,CHICAGO, IL,2011,7,2011Q3
160,34522,NM,254944.0,COLORADO CAPITAL BANK,665806,635202,FAILURE,CASTLE ROCK, CO,2011,7,2011Q3
161,57835,NM,23311.0,SIGNATURE  BANK,62518,60349,FAILURE,WINDSOR, CO,2011,7,2011Q3
162,57593,NM,34480.0,MOUNTAIN HERITAGE BANK,103716,89554,FAILURE,CLAYTON, GA,2011,6,2011Q2
163,19237,NM,76056.0,MCINTOSH STATE BANK,339929,324403,FAILURE,JACKSON, GA,2011,6,2011Q2
164,27583,NM,33477.0,FIRST COMMERCIAL BANK OF TAMPA BAY,98624,92641,FAILURE,TAMPA, FL,2011,6,2011Q2
165,58420,SB,31834.0,ATLANTIC BANK AND TRUST,208204,191614,FAILURE,CHARLESTON, SC,2011,6,2011Q2
166,23626,NM,33596.0,FIRST HERITAGE BANK,173478,163303,FAILURE,SNOHOMISH, WA,2011,5,2011Q2
167,513,NM,24195.0,SUMMIT BANK,142729,131631,FAILURE,BURLINGTON, WA,2011,5,2011Q2
168,57213,NM,280971.0,ATLANTIC SOUTHERN BANK,741855,707643,FAILURE,MACON, GA,2011,5,2011Q2
169,57647,NM,135351.0,FIRST GEORGIA BANKING COMPANY,730981,702231,FAILURE,FRANKLIN, GA,2011,5,2011Q2
170,34898,SB,18527.0,COASTAL BANK,129429,123950,FAILURE,COCOA BEACH, FL,2011,5,2011Q2
171,19797,SM,233648.0,THE PARK AVENUE BANK,849409,724483,FAILURE,VALDOSTA, GA,2011,4,2011Q2
172,26297,N,42899.0,FIRST NATIONAL BANK OF CENTRAL FLORIDA,342079,308784,FAILURE,WINTER PARK, FL,2011,4,2011Q2
173,34234,NM,98636.0,COMMUNITY CENTRAL BANK,451683,371494,FAILURE,MOUNT CLEMENS, MI,2011,4,2011Q2
174,57625,NM,17194.0,CORTEZ COMMUNITY  BANK,66282,65439,FAILURE,BROOKSVILLE, FL,2011,4,2011Q2
175,58539,NM,105180.0,FIRST CHOICE COMMUNITY BANK,291196,294769,FAILURE,DALLAS, GA,2011,4,2011Q2
176,14273,NM,38384.0,HERITAGE BANKING GROUP,228328,205035,FAILURE,CARTHAGE, MS,2011,4,2011Q2
177,17750,SB,321635.0,SUPERIOR BANK,2977290,2736201,FAILURE,BIRMINGHAM, AL,2011,4,2011Q2
178,19794,NM,182002.0,NEXITY BANK,757574,611681,FAILURE,BIRMINGHAM, AL,2011,4,2011Q2
179,21495,NM,83462.0,BARTOW COUNTY BANK,314019,290005,FAILURE,CARTERSVILLE, GA,2011,4,2011Q2
180,24099,N,5398.0,ROSEMOUNT NATIONAL BANK,21454,20980,FAILURE,ROSEMOUNT, MN,2011,4,2011Q2
181,57705,NM,34708.0,NEW HORIZONS BANK,103055,99022,FAILURE,EAST ELLIJAY, GA,2011,4,2011Q2
182,10086,N,38047.0,WESTERN SPRINGS NATIONAL BANK AND TRUST,186677,182441,FAILURE,WESTERN SPRINGS, IL,2011,4,2011Q2
183,35418,NM,38770.0,NEVADA COMMERCE BANK,135064,128573,FAILURE,LAS VEGAS, NV,2011,4,2011Q2
184,34292,NM,44142.0,THE BANK OF COMMERCE,163074,161379,FAILURE,WOOD DALE, IL,2011,3,2011Q1
185,4077,N,30897.0,THE FIRST NATIONAL BANK OF DAVIS,90183,68331,FAILURE,DAVIS, OK,2011,3,2011Q1
186,34818,SM,74496.0,LEGACY BANK,190418,183309,FAILURE,MILWAUKEE, WI,2011,3,2011Q1
187,34187,NM,28270.0,VALLEY COMMUNITY BANK,123774,124179,FAILURE,ST. CHARLES, IL,2011,2,2011Q1
188,151,NM,119370.0,HABERSHAM BANK,387681,339934,FAILURE,CLARKESVILLE, GA,2011,2,2011Q1
189,34601,NM,48229.0,CITIZENS BANK OF EFFINGHAM,214275,206490,FAILURE,SPRINGFIELD, GA,2011,2,2011Q1
190,34783,SB,72906.0,"SAN LUIS TRUST BANK, FSB",332596,272216,FAILURE,SAN LUIS OBISPO, CA,2011,2,2011Q1
191,57855,NM,20442.0,CHARTER OAK BANK,120833,105309,FAILURE,NAPA, CA,2011,2,2011Q1
192,13272,NM,19454.0,BADGER STATE BANK,83828,78549,FAILURE,CASSVILLE, WI,2011,2,2011Q1
193,14939,NM,103057.0,PEOPLES STATE BANK,390524,389868,FAILURE,HAMTRAMCK, MI,2011,2,2011Q1
194,34692,N,15617.0,CANYON NATIONAL BANK,210859,205285,FAILURE,PALM SPRINGS, CA,2011,2,2011Q1
195,35478,NM,32294.0,SUNSHINE STATE COMMUNITY BANK,125531,116715,FAILURE,PORT ORANGE, FL,2011,2,2011Q1
196,35242,NM,48161.0,NORTH GEORGIA BANK,153172,139672,FAILURE,WATKINSVILLE, GA,2011,2,2011Q1
197,57432,NM,69781.0,AMERICAN TRUST BANK,238205,222161,FAILURE,ROSWELL, GA,2011,2,2011Q1
198,57948,SM,10213.0,COMMUNITY FIRST BANK - CHICAGO,51083,49504,FAILURE,CHICAGO, IL,2011,2,2011Q1
199,2303,NM,33590.0,THE FIRST STATE BANK,44546,41204,FAILURE,CAMARGO, OK,2011,1,2011Q1
200,5328,NM,28060.0,EVERGREEN STATE BANK,240949,193694,FAILURE,STOUGHTON, WI,2011,1,2011Q1
201,12261,SM,232699.0,FIRST COMMUNITY BANK,2188154,1847851,FAILURE,TAOS, NM,2011,1,2011Q1
202,57646,NM,236534.0,FIRSTIER BANK,764090,718797,FAILURE,LOUISVILLE, CO,2011,1,2011Q1
203,19758,NM,44284.0,ENTERPRISE BANKING COMPANY,99461,94591,FAILURE,MCDONOUGH, GA,2011,1,2011Q1
204,31293,SA,162120.0,UNITED WESTERN BANK,2153690,1535194,FAILURE,DENVER, CO,2011,1,2011Q1
205,34516,NM,44350.0,THE BANK OF ASHEVILLE,204925,199394,FAILURE,ASHEVILLE, NC,2011,1,2011Q1
206,57868,NM,45189.0,COMMUNITYSOUTH BANK AND TRUST,340986,314250,FAILURE,EASLEY, SC,2011,1,2011Q1
207,57440,NM,84066.0,OGLETHORPE BANK,211149,201369,FAILURE,BRUNSWICK, GA,2011,1,2011Q1
208,34965,SM,88904.0,FIRST COMMERCIAL BANK OF FLORIDA,578638,537223,FAILURE,ORLANDO, FL,2011,1,2011Q1
209,57820,NM,32224.0,LEGACY BANK,136446,119685,FAILURE,SCOTTSDALE, AZ,2011,1,2011Q1
210,19040,N,29496.0,THE BANK OF MIAMI,448150,374218,FAILURE,CORAL GABLES, FL,2010,12,2010Q4
211,23306,N,5827.0,COMMUNITY NATIONAL BANK,31569,28844,FAILURE,LINO LAKES, MN,2010,12,2010Q4
212,34578,NM,83075.0,CHESTATEE STATE BANK,244376,240476,FAILURE,DAWSONVILLE, GA,2010,12,2010Q4
213,35065,N,96415.0,UNITED AMERICAS BANK,242339,193803,FAILURE,ATLANTA, GA,2010,12,2010Q4
214,58052,NM,24771.0,FIRST SOUTHERN BANK,191764,155803,FAILURE,BATESVILLE, AR,2010,12,2010Q4
215,58495,SB,28290.0,"APPALACIAN COMMUNITY BANK, F.S.B.",68201,76360,FAILURE,MCCAYSVILLE, GA,2010,12,2010Q4
216,34673,SM,68586.0,PARAMOUNT BANK,252744,213550,FAILURE,FARMINGTON HILLS, MI,2010,12,2010Q4
217,35561,NM,23227.0,EARTHSTAR BANK,112643,104505,FAILURE,SOUTHAMPTON, PA,2010,12,2010Q4
218,5287,SM,87273.0,FIRST BANKING CENTER,750724,664752,FAILURE,BURLINGTON, WI,2010,11,2010Q4
